HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,NumberOfSimilarHITs,Description,RequesterAnnotation,AutoApprovalDelayInSeconds,Last30DaysApprovalRate,AutoApprovalTime,LifetimeInSeconds,Reward,RequesterFeedback,Approve,ApprovalTime,Last7DaysApprovalRate,RejectionTime,AssignmentStatus,LifetimeApprovalRate,Input.question_id,Reject,Keywords,Expiration
476709,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,38F5OAUN5OHRGFV6FAE95NVUD4LH7I,A2L9763BW12NLA,Fri Apr 08 16:31:09 PDT 2022,Fri Apr 08 16:31:15 PDT 2022,6,"[[{""id"": ""g0.0"", ""content"": ""man""}], [{""id"": ""g1.0"", ""content"": ""woman""}]]","[""Is that a man or woman?"", ""Is that a man or woman?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000265051.jpg""","""Is that a man or woman?""","[[{""id"":""g0.0"",""content"":""man""}],[{""id"":""g1.0"",""content"":""woman""}]]","[""Is that a man or woman?"",""Is that a man or woman?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:31:15 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),265051013,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476709,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22382,141,Sat Feb 26 20:46:12 UTC 2022,Sat Feb 26 20:46:17 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""man""}], [{""id"": ""g1.0"", ""content"": ""woman""}]]","[""Is that a man or woman?"", ""Is that a man or woman?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000265051.jpg""","""Is that a man or woman?""","[[{""id"":""g0.0"",""content"":""man""}],[{""id"":""g1.0"",""content"":""woman""}]]","[""Is that a man or woman?"",""Is that a man or woman?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476709,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22478,139,Wed Mar 02 19:17:57 UTC 2022,Wed Mar 02 19:18:02 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""man""}], [{""id"": ""g1.0"", ""content"": ""woman""}]]","[""Is that a man or woman?"", ""Is that a man or woman?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000265051.jpg""","""Is that a man or woman?""","[[{""id"":""g1.0"",""content"":""woman""},{""id"":""g0.0"",""content"":""man""}]]","[""Is that a man or woman? ""]",false,,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476710,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22209,52,Thu Feb 24 13:17:23 UTC 2022,Thu Feb 24 13:17:27 UTC 2022,4,"[[{""id"": ""g0.0"", ""content"": ""blue and white""}], [{""id"": ""g1.0"", ""content"": ""blue""}]]","[""What color is the plane in the picture?"", ""What color is the plane in the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000270184.jpg""","""What color is the plane in the picture?""","[[{""id"":""g0.0"",""content"":""blue and white""}],[{""id"":""g1.0"",""content"":""blue""}]]","[""What color is the plane in the picture?"",""What color is the plane in the picture?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476710,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3ZAZR5XV02NJJHQWCDSRLGRDA5UZCK,A2L9763BW12NLA,Fri Apr 08 16:35:26 PDT 2022,Fri Apr 08 16:35:32 PDT 2022,6,"[[{""id"": ""g0.0"", ""content"": ""blue and white""}], [{""id"": ""g1.0"", ""content"": ""blue""}]]","[""What color is the plane in the picture?"", ""What color is the plane in the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000270184.jpg""","""What color is the plane in the picture?""","[[{""id"":""g0.0"",""content"":""blue and white""}],[{""id"":""g1.0"",""content"":""blue""}]]","[""What color is the plane in the picture?"",""What color is the plane in the picture?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:35:32 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),270184001,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476710,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22383,141,Sat Feb 26 20:46:17 UTC 2022,Sat Feb 26 20:46:24 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""blue and white""}], [{""id"": ""g1.0"", ""content"": ""blue""}]]","[""What color is the plane in the picture?"", ""What color is the plane in the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000270184.jpg""","""What color is the plane in the picture?""","[[{""id"":""g0.0"",""content"":""blue and white""}],[{""id"":""g1.0"",""content"":""blue""}]]","[""What color is the plane in the picture?"",""What color is the plane in the picture?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476710,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22479,139,Wed Mar 02 19:18:02 UTC 2022,Wed Mar 02 19:18:07 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""blue and white""}], [{""id"": ""g1.0"", ""content"": ""blue""}]]","[""What color is the plane in the picture?"", ""What color is the plane in the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000270184.jpg""","""What color is the plane in the picture?""","[[{""id"":""g0.0"",""content"":""blue and white""}],[{""id"":""g1.0"",""content"":""blue""}]]","[""What color is the plane in the picture?"",""What color is the plane in the picture?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476712,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22211,52,Thu Feb 24 13:17:36 UTC 2022,Thu Feb 24 13:17:43 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""dark brown""}]]","[""What is the color of the women's hair?"", ""What is the color of the women's hair?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279073.jpg""","""What is the color of the women's hair?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""brown""},{""id"":""g1.1"",""content"":""dark brown""}]]","[""What is the color of the women's hair?"",""What is the color of the women's hair?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476712,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3VD82FOHKRT7KDCPA4HA5IK9Q1NOC3,A2L9763BW12NLA,Fri Apr 08 16:22:31 PDT 2022,Fri Apr 08 16:22:34 PDT 2022,3,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""dark brown""}]]","[""What is the color of the women's hair?"", ""What is the color of the women's hair?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279073.jpg""","""What is the color of the women's hair?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""brown""},{""id"":""g1.1"",""content"":""dark brown""}]]","[""What is the color of the women's hair?"",""What is the color of the women's hair?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:22:34 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),279073000,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476712,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22386,141,Sat Feb 26 20:47:47 UTC 2022,Sat Feb 26 20:47:52 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""dark brown""}]]","[""What is the color of the women's hair?"", ""What is the color of the women's hair?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279073.jpg""","""What is the color of the women's hair?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""brown""},{""id"":""g1.1"",""content"":""dark brown""}]]","[""What is the color of the women's hair?"",""What is the color of the women's hair?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476712,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22481,139,Wed Mar 02 19:18:38 UTC 2022,Wed Mar 02 19:18:42 UTC 2022,4,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""dark brown""}]]","[""What is the color of the women's hair?"", ""What is the color of the women's hair?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279073.jpg""","""What is the color of the women's hair?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""brown""},{""id"":""g1.1"",""content"":""dark brown""}]]","[""What is the color of the women's hair?"",""What is the color of the women's hair?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476713,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22212,52,Thu Feb 24 13:17:43 UTC 2022,Thu Feb 24 15:01:30 UTC 2022,6227,"[[{""id"": ""g0.0"", ""content"": ""head""}, {""id"": ""g0.1"", ""content"": ""her head""}, {""id"": ""g0.2"", ""content"": ""friend's head""}, {""id"": ""g0.3"", ""content"": ""girl's head""}], [{""id"": ""g1.0"", ""content"": ""other girl""}, {""id"": ""g1.1"", ""content"": ""other girl's head below""}, {""id"": ""g1.2"", ""content"": ""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"", ""What is the standing girl's toothbrush point towards?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279241.jpg""","""What is the standing girl's toothbrush point towards?""","[[{""id"":""g0.0"",""content"":""head""},{""id"":""g0.1"",""content"":""her head""},{""id"":""g0.2"",""content"":""friend's head""},{""id"":""g0.3"",""content"":""girl's head""}],[{""id"":""g1.0"",""content"":""other girl""},{""id"":""g1.1"",""content"":""other girl's head below""},{""id"":""g1.2"",""content"":""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"",""What is the standing girl's toothbrush point towards?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476713,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3VP0C6EFSH1U4TICNXPURE3UZF1M6Y,A2L9763BW12NLA,Fri Apr 08 16:34:40 PDT 2022,Fri Apr 08 16:34:56 PDT 2022,16,"[[{""id"": ""g0.0"", ""content"": ""friend's head""}, {""id"": ""g0.1"", ""content"": ""head""}, {""id"": ""g0.2"", ""content"": ""her head""}, {""id"": ""g0.3"", ""content"": ""girl's head""}], [{""id"": ""g1.0"", ""content"": ""other girl""}, {""id"": ""g1.1"", ""content"": ""other girl's head below""}, {""id"": ""g1.2"", ""content"": ""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"", ""What is the standing girl's toothbrush point towards?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279241.jpg""","""What is the standing girl's toothbrush point towards?""","[[{""id"":""g0.0"",""content"":""friend's head""},{""id"":""g0.1"",""content"":""head""},{""id"":""g0.2"",""content"":""her head""},{""id"":""g0.3"",""content"":""girl's head""}],[{""id"":""g1.0"",""content"":""other girl""},{""id"":""g1.1"",""content"":""other girl's head below""},{""id"":""g1.2"",""content"":""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"",""What is the standing girl's toothbrush point towards?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:34:56 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),279241000,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476713,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22387,141,Sat Feb 26 20:47:52 UTC 2022,Sat Feb 26 20:48:02 UTC 2022,10,"[[{""id"": ""g0.0"", ""content"": ""head""}, {""id"": ""g0.1"", ""content"": ""her head""}, {""id"": ""g0.2"", ""content"": ""friend's head""}, {""id"": ""g0.3"", ""content"": ""girl's head""}], [{""id"": ""g1.0"", ""content"": ""other girl""}, {""id"": ""g1.1"", ""content"": ""other girl's head below""}, {""id"": ""g1.2"", ""content"": ""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"", ""What is the standing girl's toothbrush point towards?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279241.jpg""","""What is the standing girl's toothbrush point towards?""","[[{""id"":""g0.0"",""content"":""head""},{""id"":""g0.1"",""content"":""her head""},{""id"":""g0.2"",""content"":""friend's head""},{""id"":""g0.3"",""content"":""girl's head""}],[{""id"":""g1.0"",""content"":""other girl""},{""id"":""g1.1"",""content"":""other girl's head below""},{""id"":""g1.2"",""content"":""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"",""What is the standing girl's toothbrush point towards?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476713,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22482,139,Wed Mar 02 19:18:42 UTC 2022,Wed Mar 02 19:18:48 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""head""}, {""id"": ""g0.1"", ""content"": ""her head""}, {""id"": ""g0.2"", ""content"": ""friend's head""}, {""id"": ""g0.3"", ""content"": ""girl's head""}], [{""id"": ""g1.0"", ""content"": ""other girl""}, {""id"": ""g1.1"", ""content"": ""other girl's head below""}, {""id"": ""g1.2"", ""content"": ""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"", ""What is the standing girl's toothbrush point towards?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279241.jpg""","""What is the standing girl's toothbrush point towards?""","[[{""id"":""g0.0"",""content"":""head""},{""id"":""g0.1"",""content"":""her head""},{""id"":""g0.2"",""content"":""friend's head""},{""id"":""g0.3"",""content"":""girl's head""}],[{""id"":""g1.0"",""content"":""other girl""},{""id"":""g1.1"",""content"":""other girl's head below""},{""id"":""g1.2"",""content"":""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"",""What is the standing girl's toothbrush point towards?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476715,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22214,52,Thu Feb 24 15:01:39 UTC 2022,Thu Feb 24 15:01:43 UTC 2022,4,"[[{""id"": ""g0.0"", ""content"": ""up""}], [{""id"": ""g1.0"", ""content"": ""down""}]]","[""Is the toilet seat lid up or down?"", ""Is the toilet seat lid up or down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000300571.jpg""","""Is the toilet seat lid up or down?""","[[{""id"":""g0.0"",""content"":""up""}],[{""id"":""g1.0"",""content"":""down""}]]","[""Is the toilet seat lid up or down?"",""Is the toilet seat lid up or down?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476715,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3KIBXJ1WD6ZP3BOD2HY8T1XHVAYOKI,A2L9763BW12NLA,Fri Apr 08 16:30:25 PDT 2022,Fri Apr 08 16:30:33 PDT 2022,8,"[[{""id"": ""g0.0"", ""content"": ""up""}], [{""id"": ""g1.0"", ""content"": ""down""}]]","[""Is the toilet seat lid up or down?"", ""Is the toilet seat lid up or down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000300571.jpg""","""Is the toilet seat lid up or down?""","[[{""id"":""g0.0"",""content"":""up""}],[{""id"":""g1.0"",""content"":""down""}]]","[""Is the toilet seat lid up or down?"",""Is the toilet seat lid up or down?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:30:33 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),300571000,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476715,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22389,141,Sat Feb 26 20:48:39 UTC 2022,Sat Feb 26 20:48:44 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""up""}], [{""id"": ""g1.0"", ""content"": ""down""}]]","[""Is the toilet seat lid up or down?"", ""Is the toilet seat lid up or down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000300571.jpg""","""Is the toilet seat lid up or down?""","[[{""id"":""g0.0"",""content"":""up""}],[{""id"":""g1.0"",""content"":""down""}]]","[""Is the toilet seat lid up or down?"",""Is the toilet seat lid up or down?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476715,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22484,139,Wed Mar 02 19:18:54 UTC 2022,Wed Mar 02 19:19:03 UTC 2022,9,"[[{""id"": ""g0.0"", ""content"": ""up""}], [{""id"": ""g1.0"", ""content"": ""down""}]]","[""Is the toilet seat lid up or down?"", ""Is the toilet seat lid up or down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000300571.jpg""","""Is the toilet seat lid up or down?""","[[{""id"":""g0.0"",""content"":""up""},{""id"":""g1.0"",""content"":""down""}]]","[""Is the toilet seat lid up or down? ""]",false,,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476716,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22215,52,Thu Feb 24 15:01:43 UTC 2022,Thu Feb 24 15:01:50 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""apartments""}, {""id"": ""g0.1"", ""content"": ""apartment and""}], [{""id"": ""g1.0"", ""content"": ""office buildings""}, {""id"": ""g1.1"", ""content"": ""office""}], [{""id"": ""g2.0"", ""content"": ""offices""}], [{""id"": ""g3.0"", ""content"": ""housing""}], [{""id"": ""g4.0"", ""content"": ""living""}]]","[""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000303892.jpg""","""What is the purpose of this structure?""","[[{""id"":""g0.0"",""content"":""apartments""},{""id"":""g0.1"",""content"":""apartment and""}],[{""id"":""g1.0"",""content"":""office buildings""},{""id"":""g1.1"",""content"":""office""}],[{""id"":""g2.0"",""content"":""offices""}],[{""id"":""g3.0"",""content"":""housing""}],[{""id"":""g4.0"",""content"":""living""}]]","[""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476716,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,34YB12FSQZTW1M7IZAYG35GJTT3GMT,A2L9763BW12NLA,Fri Apr 08 16:30:34 PDT 2022,Fri Apr 08 16:31:09 PDT 2022,35,"[[{""id"": ""g0.0"", ""content"": ""apartment and""}, {""id"": ""g0.1"", ""content"": ""apartments""}], [{""id"": ""g1.0"", ""content"": ""office buildings""}, {""id"": ""g1.1"", ""content"": ""office""}], [{""id"": ""g2.0"", ""content"": ""offices""}], [{""id"": ""g3.0"", ""content"": ""housing""}], [{""id"": ""g4.0"", ""content"": ""living""}]]","[""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000303892.jpg""","""What is the purpose of this structure?""","[[{""id"":""g0.0"",""content"":""apartment and""},{""id"":""g3.0"",""content"":""housing""},{""id"":""g1.0"",""content"":""office buildings""},{""id"":""g1.1"",""content"":""office""},{""id"":""g0.1"",""content"":""apartments""},{""id"":""g2.0"",""content"":""offices""}],[{""id"":""g4.0"",""content"":""living""}]]","[""What is the purpose of this structure?"",""What is the purpose of this structure?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:31:09 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),303892002,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476716,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22391,141,Sat Feb 26 20:48:56 UTC 2022,Sat Feb 26 20:49:28 UTC 2022,32,"[[{""id"": ""g0.0"", ""content"": ""apartments""}, {""id"": ""g0.1"", ""content"": ""apartment and""}], [{""id"": ""g1.0"", ""content"": ""office buildings""}, {""id"": ""g1.1"", ""content"": ""office""}], [{""id"": ""g2.0"", ""content"": ""offices""}], [{""id"": ""g3.0"", ""content"": ""housing""}], [{""id"": ""g4.0"", ""content"": ""living""}]]","[""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000303892.jpg""","""What is the purpose of this structure?""","[[{""id"":""g0.0"",""content"":""apartments""},{""id"":""g0.1"",""content"":""apartment and""}],[{""id"":""g1.0"",""content"":""office buildings""},{""id"":""g1.1"",""content"":""office""}],[{""id"":""g2.0"",""content"":""offices""}],[{""id"":""g3.0"",""content"":""housing""}],[{""id"":""g4.0"",""content"":""living""}]]","[""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476716,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22485,139,Wed Mar 02 19:19:03 UTC 2022,Wed Mar 02 19:19:16 UTC 2022,13,"[[{""id"": ""g0.0"", ""content"": ""apartments""}, {""id"": ""g0.1"", ""content"": ""apartment and""}], [{""id"": ""g1.0"", ""content"": ""office buildings""}, {""id"": ""g1.1"", ""content"": ""office""}], [{""id"": ""g2.0"", ""content"": ""offices""}], [{""id"": ""g3.0"", ""content"": ""housing""}], [{""id"": ""g4.0"", ""content"": ""living""}]]","[""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000303892.jpg""","""What is the purpose of this structure?""","[[{""id"":""g0.0"",""content"":""apartments""},{""id"":""g0.1"",""content"":""apartment and""}],[{""id"":""g1.0"",""content"":""office buildings""},{""id"":""g1.1"",""content"":""office""}],[{""id"":""g2.0"",""content"":""offices""}],[{""id"":""g3.0"",""content"":""housing""}],[{""id"":""g4.0"",""content"":""living""}]]","[""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?"",""What is the purpose of this structure?""]",true,value,"""Ambiguous (need more information)""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
